Mod:Item:MetaData, Localized Name
minecraft:experience_bottle, Bottle o' Enchanting
minecraft:fire_charge, Fire Charge
minecraft:writable_book, Book and Quill
minecraft:written_book, Written Book
minecraft:emerald, Emerald
minecraft:item_frame, Item Frame
minecraft:flower_pot, Flower Pot
minecraft:carrot, Carrot
minecraft:potato, Potato
minecraft:baked_potato, Baked Potato
minecraft:poisonous_potato, Poisonous Potato
minecraft:map, Empty Map
minecraft:golden_carrot, Golden Carrot
minecraft:skull:0, Skeleton Skull
minecraft:skull:1, Wither Skeleton Skull
minecraft:skull:2, Zombie Head
minecraft:skull:3, Head
minecraft:skull:4, Creeper Head
minecraft:carrot_on_a_stick, Carrot on a Stick
minecraft:nether_star, Nether Star
minecraft:pumpkin_pie, Pumpkin Pie
minecraft:fireworks, Firework Rocket
minecraft:firework_charge, Firework Star
minecraft:enchanted_book, Enchanted Book
minecraft:comparator, Redstone Comparator
minecraft:netherbrick, Nether Brick
minecraft:quartz, Nether Quartz
minecraft:tnt_minecart, TNT Cart
minecraft:hopper_minecart, Hopper Cart
advancedRocketry:tile.atmosphereTerraformer, Atmosphere Terraformer
advancedRocketry:tile.deployableRocketAssembler, Unmanned Vehicle Assembler
advancedRocketry:tile.pressurizedTank, Pressurized Tank
advancedRocketry:tile.gasIntake, Gas Intake
advancedRocketry:tile.circleLight, Station Light
advancedRocketry:tile.stationMarker, Station Docking Port
advancedRocketry:tile.solarGenerator, Solar Generator
advancedRocketry:tile.alititudeController, tile.alititudeController.name
minecraft:iron_horse_armor, Iron Horse Armor
minecraft:golden_horse_armor, Gold Horse Armor
minecraft:diamond_horse_armor, Diamond Horse Armor
minecraft:lead, Lead
minecraft:name_tag, Name Tag
minecraft:command_block_minecart, Minecart with Command Block
advancedRocketry:tile.railgun, Railgun
advancedRocketry:tile.astroBed, tile.astroBed.name
advancedRocketry:tile.advRocket, Advanced Liquid Fueled Engine
advancedRocketry:tile.planetHoloSelector, Holographic Planet Selector
advancedRocketry:tile.lens, Lens
advancedRocketry:tile.forceField, Force Field
advancedRocketry:tile.forceFieldProjector, Force Field Projector
advancedRocketry:tile.pipeSeal, Pipe Seal
advancedRocketry:tile.spaceElevatorController, Space Elevator
advancedRocketry:tile.beacon, Beacon
advancedRocketry:tile.planks, Lightwood planks
advancedRocketry:tile.gravityMachine, Gravity Controller
advancedRocketry:laserController, Orbital Laser Drill
advancedRocketry:advancedRocketrymetal0:0, Titanium Aluminide Block
advancedRocketry:advancedRocketrymetal0:1, Titanium Iridium Alloy Block
adventurebackpack:blockBackpack, blockAdventureBackpack.name
adventurebackpack:blockSleepingBag, blockSleepingBag.name
adventurebackpack:blockCampFire, blockCampFire.name
appliedenergistics2:tile.OreQuartz, Certus Quartz Ore
appliedenergistics2:tile.OreQuartzCharged, Charged Certus Quartz Ore
appliedenergistics2:tile.BlockMatrixFrame, Matrix Frame
appliedenergistics2:tile.BlockQuartz, Certus Quartz Block
appliedenergistics2:tile.BlockQuartzPillar, Certus Quartz Pillar
appliedenergistics2:tile.BlockQuartzChiseled, Chiseled Certus Quartz Block
appliedenergistics2:tile.BlockQuartzGlass, Quartz Glass
appliedenergistics2:tile.BlockQuartzLamp, Vibrant Quartz Glass
appliedenergistics2:tile.BlockQuartzTorch, Charged Quartz Fixture
appliedenergistics2:tile.BlockFluix, Fluix Block
appliedenergistics2:tile.BlockSkyStone:0, Sky Stone
appliedenergistics2:tile.BlockSkyStone:1, Sky Stone Block
appliedenergistics2:tile.BlockSkyStone:2, Sky Stone Brick
appliedenergistics2:tile.BlockSkyStone:3, Sky Stone Small Brick
appliedenergistics2:tile.BlockSkyChest:0, Sky Stone Chest
appliedenergistics2:tile.BlockSkyChest:1, Sky Stone Block Chest
appliedenergistics2:tile.BlockSkyCompass, Meteorite Compass
appliedenergistics2:tile.BlockGrinder, Quartz Grindstone
appliedenergistics2:tile.BlockCrank, Wooden Crank
appliedenergistics2:tile.BlockInscriber, Inscriber
appliedenergistics2:tile.BlockWireless, ME Wireless Access Point
appliedenergistics2:tile.BlockCharger, Charger
appliedenergistics2:tile.BlockTinyTNT, Tiny TNT
appliedenergistics2:tile.BlockSecurity, ME Security Terminal
appliedenergistics2:tile.BlockQuantumRing, ME Quantum Ring
appliedenergistics2:tile.BlockQuantumLinkChamber, ME Quantum Link Chamber
appliedenergistics2:tile.BlockSpatialPylon, Spatial Pylon
appliedenergistics2:tile.BlockSpatialIOPort, Spatial IO Port
appliedenergistics2:tile.BlockCableBus, AE2 Cable and/or Bus
appliedenergistics2:tile.BlockController, ME Controller
appliedenergistics2:tile.BlockDrive, ME Drive
appliedenergistics2:tile.BlockChest, ME Chest
appliedenergistics2:tile.BlockInterface, ME Interface
appliedenergistics2:tile.BlockCellWorkbench, Cell Workbench
appliedenergistics2:tile.BlockIOPort, ME IO Port
appliedenergistics2:tile.BlockCondenser, Matter Condenser
appliedenergistics2:tile.BlockEnergyAcceptor, Energy Acceptor
appliedenergistics2:tile.BlockVibrationChamber, Vibration Chamber
appliedenergistics2:tile.BlockQuartzGrowthAccelerator, Crystal Growth Accelerator
appliedenergistics2:tile.BlockEnergyCell, Energy Cell
appliedenergistics2:tile.BlockDenseEnergyCell, Dense Energy Cell
appliedenergistics2:tile.BlockCreativeEnergyCell, Creative Energy Cell
appliedenergistics2:tile.BlockCraftingUnit:0, Crafting Unit
appliedenergistics2:tile.BlockCraftingUnit:1, Crafting Co-Processing Unit
appliedenergistics2:tile.BlockCraftingStorage:0, 1k Crafting Storage
appliedenergistics2:tile.BlockCraftingStorage:1, 4k Crafting Storage
appliedenergistics2:tile.BlockCraftingStorage:2, 16k Crafting Storage
appliedenergistics2:tile.BlockCraftingStorage:3, 64k Crafting Storage
appliedenergistics2:tile.BlockCraftingMonitor:0, Crafting Monitor
appliedenergistics2:tile.BlockMolecularAssembler, Molecular Assembler
appliedenergistics2:tile.BlockLightDetector, Light Detecting Fixture
appliedenergistics2:tile.BlockPaint, tile.appliedenergistics2.BlockPaint.name
appliedenergistics2:tile.SkyStoneStairBlock, Sky Stone Stairs
appliedenergistics2:tile.SkyStoneBlockStairBlock, Sky Stone Block Stairs
appliedenergistics2:tile.SkyStoneBrickStairBlock, Sky Stone Brick Stairs
appliedenergistics2:tile.SkyStoneSmallBrickStairBlock, Sky Stone Small Brick Stairs
appliedenergistics2:tile.FluixStairBlock, Fluix Stairs
appliedenergistics2:tile.QuartzStairBlock, Certus Quartz Stairs
appliedenergistics2:tile.ChiseledQuartzStairBlock, Chiseled Certus Quartz Stairs
appliedenergistics2:tile.QuartzPillarStairBlock, Certus Quartz Pillar Stairs
appliedenergistics2:tile.SkyStoneSlabBlock:0, Sky Stone Slabs
appliedenergistics2:tile.SkyStoneSlabBlock.double:0, Sky Stone Slabs
appliedenergistics2:tile.SkyStoneBlockSlabBlock:0, Sky Stone Block Slabs
appliedenergistics2:tile.SkyStoneBlockSlabBlock.double:0, Sky Stone Block Slabs
appliedenergistics2:tile.SkyStoneBrickSlabBlock:0, Sky Stone Brick Slabs
appliedenergistics2:tile.SkyStoneBrickSlabBlock.double:0, Sky Stone Brick Slabs
appliedenergistics2:tile.SkyStoneSmallBrickSlabBlock:0, Sky Stone Small Brick Slabs
appliedenergistics2:tile.SkyStoneSmallBrickSlabBlock.double:0, Sky Stone Small Brick Slabs
appliedenergistics2:tile.FluixSlabBlock:0, Fluix Slabs
appliedenergistics2:tile.FluixSlabBlock.double:0, Fluix Slabs
appliedenergistics2:tile.QuartzSlabBlock:0, Certus Quartz Slabs
appliedenergistics2:tile.QuartzSlabBlock.double:0, Certus Quartz Slabs
appliedenergistics2:tile.ChiseledQuartzSlabBlock:0, Chiseled Certus Quartz Slabs
appliedenergistics2:tile.ChiseledQuartzSlabBlock.double:0, Chiseled Certus Quartz Slabs
appliedenergistics2:tile.QuartzPillarSlabBlock:0, Certus Quartz Pillar Slabs
appliedenergistics2:tile.QuartzPillarSlabBlock.double:0, Certus Quartz Pillar Slabs
Thaumcraft:blockFluxGoo:0, Flux Goo
Thaumcraft:blockFluxGas:0, Flux Gas
Thaumcraft:blockFluidPure, Purifying Fluid
Thaumcraft:blockFluidDeath, Liquid Death
Thaumcraft:blockCustomOre:0, Cinnabar Ore
Thaumcraft:blockCustomOre:1, Air Infused Stone
Thaumcraft:blockCustomOre:2, Fire Infused Stone
Thaumcraft:blockCustomOre:3, Water Infused Stone
Thaumcraft:blockCustomOre:4, Earth Infused Stone
Thaumcraft:blockCustomOre:5, Order Infused Stone
Thaumcraft:blockCustomOre:6, Entropy Infused Stone
Thaumcraft:blockCustomOre:7, Amber Bearing Stone
Thaumcraft:blockMagicalLog:0, Greatwood Log
Thaumcraft:blockMagicalLog:1, Silverwood Log
Thaumcraft:blockMagicalLeaves:0, Greatwood Leaves
Thaumcraft:blockMagicalLeaves:1, Silverwood Leaves
Thaumcraft:blockCustomPlant:0, Greatwood Sapling
Thaumcraft:blockCustomPlant:1, Silverwood Sapling
Thaumcraft:blockCustomPlant:2, Shimmerleaf
Thaumcraft:blockCustomPlant:3, Cinderpearl
Thaumcraft:blockCustomPlant:4, Ethereal Bloom
Thaumcraft:blockCustomPlant:5, Vishroom
Thaumcraft:blockTaint:0, Crusted Taint
Thaumcraft:blockTaint:1, Tainted Soil
Thaumcraft:blockTaint:2, Block of Flesh
Thaumcraft:blockTaintFibres:0, Fibrous Taint
Thaumcraft:blockTaintFibres:1, Tainted Grass
Thaumcraft:blockTaintFibres:2, Tainted Plant
Thaumcraft:blockTaintFibres:3, Spore Stalk
Thaumcraft:blockCosmeticOpaque:0, Amber Block
Thaumcraft:blockCosmeticOpaque:1, Amber Bricks
Thaumcraft:blockCosmeticOpaque:2, Warded Glass
Thaumcraft:blockCosmeticSolid:0, Obsidian Totem
Thaumcraft:blockCosmeticSolid:1, Obsidian Tile
Thaumcraft:blockCosmeticSolid:2, Paving Stone of Travel
Thaumcraft:blockCosmeticSolid:3, Paving Stone of Warding
Thaumcraft:blockCosmeticSolid:4, Thaumium Block
Thaumcraft:blockCosmeticSolid:5, Tallow Block
Thaumcraft:blockCosmeticSolid:6, Arcane Stone Block
Thaumcraft:blockCosmeticSolid:7, Arcane Stone Bricks
Thaumcraft:blockCosmeticSolid:8, Charged Obsidian Totem
Thaumcraft:blockCosmeticSolid:9, Golem Fetter
Thaumcraft:blockCosmeticSolid:11, Ancient Stone
Thaumcraft:blockCosmeticSolid:12, Ancient Rock
Thaumcraft:blockCosmeticSolid:14, Crusted Stone
Thaumcraft:blockCosmeticSolid:15, Ancient Stone Pedestal
Thaumcraft:blockCrystal:0, Air Crystal Cluster
Thaumcraft:blockCrystal:1, Fire Crystal Cluster
Thaumcraft:blockCrystal:2, Water Crystal Cluster
Thaumcraft:blockCrystal:3, Earth Crystal Cluster
Thaumcraft:blockCrystal:4, Order Crystal Cluster
Thaumcraft:blockCrystal:5, Entropy Crystal Cluster
Thaumcraft:blockCrystal:6, Mixed Crystal Cluster
Thaumcraft:blockTube:0, Essentia Tube
Thaumcraft:blockTube:1, Essentia Valve
Thaumcraft:blockTube:2, Alchemical Centrifuge
Thaumcraft:blockTube:3, Filtered Essentia Tube
Thaumcraft:blockTube:4, Essentia Buffer
Thaumcraft:blockTube:5, Restricted Essentia Tube
Thaumcraft:blockTube:6, Directional Essentia Tube
Thaumcraft:blockTube:7, Essentia Crystallizer
Thaumcraft:blockMetalDevice:0, Crucible
Thaumcraft:blockMetalDevice:1, Arcane Alembic
Thaumcraft:blockMetalDevice:5, Item Grate
Thaumcraft:blockMetalDevice:7, Arcane Lamp
Thaumcraft:blockMetalDevice:8, Lamp of Growth
Thaumcraft:blockMetalDevice:13, Lamp of Fertility
Thaumcraft:blockMetalDevice:9, Alchemical Construct
Thaumcraft:blockMetalDevice:3, Advanced Alchemical Construct
Thaumcraft:blockMetalDevice:12, Mnemonic Matrix
Thaumcraft:blockMetalDevice:14, Vis Relay
Thaumcraft:blockMetalDevice:2, Vis Charge Relay
Thaumcraft:blockWoodenDevice:0, Arcane Bellows
Thaumcraft:blockWoodenDevice:1, Arcane Ear
Thaumcraft:blockWoodenDevice:2, Arcane Pressure Plate
Thaumcraft:blockWoodenDevice:4, Arcane Bore Base
Thaumcraft:blockWoodenDevice:5, Arcane Bore
Thaumcraft:blockWoodenDevice:6, Greatwood Planks
Thaumcraft:blockWoodenDevice:7, Silverwood Planks
Thaumcraft:blockWoodenDevice:8, Crimson Cult Banner
Thaumcraft:blockWoodenDevice:8, White Banner
Thaumcraft:blockWoodenDevice:8, Orange Banner
Thaumcraft:blockWoodenDevice:8, Magenta Banner
Thaumcraft:blockWoodenDevice:8, Light Blue Banner
Thaumcraft:blockWoodenDevice:8, Yellow Banner
Thaumcraft:blockWoodenDevice:8, Lime Banner
Thaumcraft:blockWoodenDevice:8, Pink Banner
Thaumcraft:blockWoodenDevice:8, Gray Banner
Thaumcraft:blockWoodenDevice:8, Light Gray Banner
Thaumcraft:blockWoodenDevice:8, Cyan Banner
Thaumcraft:blockWoodenDevice:8, Purple Banner
Thaumcraft:blockWoodenDevice:8, Blue Banner
Thaumcraft:blockWoodenDevice:8, Brown Banner
Thaumcraft:blockWoodenDevice:8, Green Banner
Thaumcraft:blockWoodenDevice:8, Red Banner
Thaumcraft:blockWoodenDevice:8, Black Banner
Thaumcraft:blockStoneDevice:0, Alchemical Furnace
Thaumcraft:blockStoneDevice:1, Arcane Pedestal
Thaumcraft:blockStoneDevice:2, Runic Matrix
Thaumcraft:blockStoneDevice:5, Wand Recharge Pedestal
Thaumcraft:blockStoneDevice:8, Compound Recharge Focus
Thaumcraft:blockStoneDevice:9, Node Stabilizer
Thaumcraft:blockStoneDevice:10, Advanced Node Stabilizer
Thaumcraft:blockStoneDevice:11, Node Transducer
Thaumcraft:blockStoneDevice:12, Arcane Spa
Thaumcraft:blockStoneDevice:13, Focal Manipulator
Thaumcraft:blockStoneDevice:14, Flux Scrubber
Thaumcraft:blockMirror:0, Magic Mirror
Thaumcraft:blockMirror:6, Essentia Mirror
Thaumcraft:blockTable:0, Table
Thaumcraft:blockTable:14, Deconstruction Table
Thaumcraft:blockTable:15, Arcane Worktable
Thaumcraft:blockChestHungry, Hungry Chest
Thaumcraft:blockArcaneDoor, Arcane Door
Thaumcraft:blockLifter, Arcane Levitator
Thaumcraft:blockMagicBox, tile.blockMagicBox.name
Thaumcraft:blockAlchemyFurnace, Advanced Alchemical Furnace
Thaumcraft:blockJar:0, Warded Jar
Thaumcraft:blockJar:1, Brain in a Jar
Thaumcraft:blockJar:3, Void Jar
Thaumcraft:blockCandle:0, White Tallow Candle
Thaumcraft:blockCandle:1, Orange Tallow Candle
Thaumcraft:blockCandle:2, Magenta Tallow Candle
Thaumcraft:blockCandle:3, Light Blue Tallow Candle
Thaumcraft:blockCandle:4, Yellow Tallow Candle
Thaumcraft:blockCandle:5, Lime Tallow Candle
Thaumcraft:blockCandle:6, Pink Tallow Candle
Thaumcraft:blockCandle:7, Gray Tallow Candle
Thaumcraft:blockCandle:8, Light Gray Tallow Candle
Thaumcraft:blockCandle:9, Cyan Tallow Candle
Thaumcraft:blockCandle:10, Purple Tallow Candle
Thaumcraft:blockCandle:11, Blue Tallow Candle
Thaumcraft:blockCandle:12, Brown Tallow Candle
Thaumcraft:blockCandle:13, Green Tallow Candle
Thaumcraft:blockCandle:14, Red Tallow Candle
Thaumcraft:blockCandle:15, Black Tallow Candle
Thaumcraft:blockEldritch:4, Glowing Crusted Stone
Thaumcraft:blockAiry:0, Aura Node
Thaumcraft:blockManaPod, tile.blockManaPod.name
Thaumcraft:blockArcaneFurnace, Infernal Furnace
Thaumcraft:blockWarded, tile.blockWarded.name
Thaumcraft:blockHole, Empty Space
Thaumcraft:blockPortalEldritch, Eldritch Portal
Thaumcraft:blockEssentiaReservoir:0, Essentia Reservoir
Thaumcraft:blockEldritchNothing, tile.blockPortalNothing.name
Thaumcraft:blockStairsArcaneStone, Arcane Stone Stairs
Thaumcraft:blockStairsGreatwood, Greatwood Stairs
Thaumcraft:blockStairsSilverwood, Silverwood Stairs
Thaumcraft:blockStairsEldritch, Ancient Stone Stairs
Thaumcraft:blockCosmeticSlabWood:0, Greatwood Slab
Thaumcraft:blockCosmeticSlabWood:1, Silverwood Slab
Thaumcraft:blockCosmeticSlabStone:0, Arcane Stone Slab
Thaumcraft:blockCosmeticSlabStone:1, Ancient Stone Slab
Thaumcraft:blockCosmeticDoubleSlabWood, tile.blockCosmeticDoubleSlabWood.name
Thaumcraft:blockCosmeticDoubleSlabStone, tile.blockCosmeticDoubleSlabStone.name
Thaumcraft:blockLootUrn:0, Old Urn
Thaumcraft:blockLootUrn:1, Old Urn
Thaumcraft:blockLootUrn:2, Old Urn
Thaumcraft:blockLootCrate:0, Abandoned Crate
Thaumcraft:blockLootCrate:1, Abandoned Crate
Thaumcraft:blockLootCrate:2, Abandoned Crate
Automagy:blockRedcrystal, Redcrystal
Automagy:blockRedcrystalAmp, Amplified Redcrystal
Automagy:blockRedcrystalDim, Dim Redcrystal
Automagy:blockRedcrystalDense, Dense Redcrystal
Automagy:blockRedcrystalRes, Resonating Redcrystal
Automagy:blockRedcrystalMerc, Mercurial Redcrystal
Automagy:blockTorchInversion, Redstone Inversion Torch
Automagy:blockTorchInversion_off, Redstone Inversion Torch
Automagy:blockRemoteComparator, Remote Comparator
Automagy:blockVisReader, Vis Reader
Automagy:blockTally, Tally Box
Automagy:blockHourglass, Hourglass
Automagy:blockHourglassMagic, Magic Hourglass
Automagy:blockGreedyChest, Greedy Chest
Automagy:blockEagerChest, Eager Chest
Automagy:blockTenaciousChest, Tenacious Chest
Automagy:blockHungryMaw, Hungry Maw
Automagy:blockFinicalMaw, Finical Maw
Automagy:blockGolemInhibitor, Golemic Inhibitor
Automagy:blockEntitySignal, Signum Entia
Automagy:blockEssentiaLocus, Essentia Locus
Automagy:blockEssentiaLocusAggregator, Essentia Aggregator
Automagy:blockInventarium, Inventarium Core
Automagy:blockUnseenScribe, Unseen Scribe
Automagy:blockScribePointer, Scrivener's Oculus
Automagy:blockGolemTaskmaster, Golemic Taskmaster
Automagy:blockReqTome, Requisition Tome
Automagy:blockBookshelfEnchanted:0, Enchanting Bookshelf
Automagy:blockBookshelfEnchanted:1, Ensorcelled Bookshelf
Automagy:blockTranslucent:0, Glowing Amber
Automagy:blockTranslucent:1, Glowing Amber Bricks
Automagy:blockMetalGlow:0, Memory Block
Automagy:blockNethermind, Nethermind
Automagy:blockRunedObsidian, Runed Obsidian
Automagy:blockNetherRune:0, Runed Obsidian (Rock)
Automagy:blockNetherRune:1, Runed Obsidian (Sea)
Automagy:blockNetherRune:2, Runed Obsidian (Crystal)
Automagy:blockNetherRune:3, Runed Obsidian (Light)
Automagy:blockNetherRune:4, Runed Obsidian (Soul)
Automagy:blockNetherRune:6, Runed Obsidian (Celerity)
Automagy:blockNetherRuneMob:0, Runed Obsidian (Zombie)
Automagy:blockNetherRuneMob:1, Runed Obsidian (Blaze)
Automagy:blockNetherRuneMob:2, Runed Obsidian (Ghast)
Automagy:blockNetherRuneMob:3, Runed Obsidian (Skull)
Automagy:blockNetherRuneMob:4, Runed Obsidian (Slime)
Automagy:blockNetherRuneMob:5, Runed Obsidian (Bat)
Automagy:blockNetherRuneMob:6, Runed Obsidian (Wisp)
Automagy:blockMobLure, Siren's Lure
Automagy:blockDimensionLure, Dimensional Lure
Automagy:blockGolemWorkbench, Golem's Workbench
Automagy:blockThirstyTank, Thirsty Tank
Automagy:blockBoiler, Alchemical Boiler
Automagy:blockCreativeJar:3, Infinity Jar
Automagy:blockAmnesiac, Amnesiac's Stone
Automagy:blockXPStone, Soul Stone
Automagy:blockXPJar, Jar of Enchanter's Concentrate
Automagy:blockThaumostaticPylon:0, Thaumostatic Pylon
Automagy:blockThaumostaticPylon:1, Thaumostatic Controller
Automagy:blockMirrorAlt:0, Melding Mirror
Automagy:blockMirrorMultiDest:0, Dispersing Mirror
Automagy:blockFluidMilk, Milk
Automagy:blockFluidMushroom, Mushroom Soup
Automagy:blockFluidVishroom, Vishroom Soup
Automagy:blockPhenomenon, Phenomenon
Automagy:blockThaumostaticSpire, Thaumostatic Spire
Automagy:blockTallyLensWorld, Tally Box (Lens: Unbound)
Automagy:blockTallyLensDrops, Tally Box (Lens: Yield)
BiblioCraft:tile.BiblioFramedChest:0, Framed Chest
BiblioCraft:BiblioPaneler:0, Oak Furniture Paneler
BiblioCraft:BiblioPaneler:1, Spruce Furniture Paneler
BiblioCraft:BiblioPaneler:2, Birch Furniture Paneler
BiblioCraft:BiblioPaneler:3, Jungle Furniture Paneler
BiblioCraft:BiblioPaneler:4, Acacia Furniture Paneler
BiblioCraft:BiblioPaneler:5, Dark Oak Furniture Paneler
BiblioCraft:BiblioPaneler:6, Framed Furniture Paneler
BiblioCraft:BiblioClipboard, tile.BiblioClipboard.name
BiblioCraft:BiblioTypewriter:0, White Typewriter
